id,despertar,fecha,hora,lat,lon,estado,bateria_v,bateria_pct,device,created_at
1,10,05/09/2026,16:11:03,4.8232275,-74.34562817,NUEVA UBICACION,0,0,DATALOG-01,2026-09-05T21:11:16.134435
2,12,05/09/2026,16:38:13,4.823228,-74.34577733,NUEVA UBICACION,0,0,DATALOG-01,2026-09-05T21:38:32.567923
3,14,05/09/2026,17:11:27,4.8231245,-74.3458055,NUEVA UBICACION,0,0,DATALOG-01,2026-09-05T22:11:40.393855
4,15,05/09/2026,17:26:46,4.823130667,-74.34579883,NUEVA UBICACION,0,0,DATALOG-01,2026-09-05T22:27:01.315333
5,18,05/09/2026,18:14:06,4.822883333,-74.34618,NUEVA UBICACION,0,0,DATALOG-01,2026-09-05T23:14:29.484702
6,19,05/09/2026,18:29:49,4.82111,-74.34953933,NUEVA UBICACION,0,0,DATALOG-01,2026-09-05T23:30:07.996167
7,20,05/09/2026,18:45:58,4.825308333,-74.352312,NUEVA UBICACION,0,0,DATALOG-01,2026-09-05T23:46:10.160330
8,84,05/09/2026,19:33:37,4.787556,-74.333871,REENVIO PENDIENTE,0,0,DATALOG-01,2026-09-06T16:50:04.935283
9,84,05/09/2026,19:49:36,4.701296,-74.228654,REENVIO PENDIENTE,0,0,DATALOG-01,2026-09-06T16:50:06.115951
10,84,05/09/2026,20:05:37,4.714393,-74.213499,REENVIO PENDIENTE,0,0,DATALOG-01,2026-09-06T16:50:07.556913
11,84,05/09/2026,20:21:38,4.714371,-74.213507,REENVIO PENDIENTE,0,0,DATALOG-01,2026-09-06T16:50:08.819975
12,84,05/09/2026,20:37:38,4.714405,-74.213523,REENVIO PENDIENTE,0,0,DATALOG-01,2026-09-06T16:50:10.012886
13,84,05/09/2026,20:53:39,4.701941,-74.227335,REENVIO PENDIENTE,0,0,DATALOG-01,2026-09-06T16:50:11.236729
14,84,05/09/2026,21:09:39,4.730074,-74.284963,REENVIO PENDIENTE,0,0,DATALOG-01,2026-09-06T16:50:12.440125
15,84,05/09/2026,21:25:40,4.72964,-74.284976,REENVIO PENDIENTE,0,0,DATALOG-01,2026-09-06T16:50:13.592115
